Guatemala, 15954, 1872.65
Russian Federation, 38684, 781.89
Australia, 29961, 103.36
Vanuatu, 25276, 1110.32
Antigua & Deps, 39652, 1935.39
Germany, 31659, 1322.36
Moldova, 49459, 1614.12
Bhutan, 14384, 970.23
Gambia, 17764, 654.84
South Africa, 28404, 472.69
Armenia, 41948, 538.15
San Marino, 30442, 163.41
Ukraine, 10593, 28.91
Germany, 5587, 1234.9
Uruguay, 34376, 1141.56
Belarus, 40075, 789.87
Benin, 1789, 1127.31
Vietnam, 29372, 513.04
Trinidad & Tobago, 44682, 311.23
Congo, 36557, 1072.51
Kuwait, 24216, 524.59
Kuwait, 47599, 1237.17
Australia, 27090, 616.94
Russian Federation, 2668, 1015.15
Colombia, 25394, 1744.92
Israel, 173, 725.98
Denmark, 24026, 1764.36
Afghanistan, 47532, 1462.79
Antigua & Deps, 47567, 415.39
Guatemala, 17339, 1882.39
Australia, 9968, 423.16
France, 40127, 862.44
Armenia, 19194, 114.07
Iceland, 38572, 96.32
Bhutan, 21579, 802.55
Bahamas, 8276, 419.64
Dominica, 11856, 1639.67
Taiwan, 31084, 951.85
Myanmar, 3215, 1389.24
Comoros, 20668, 1505.15
Guatemala, 15220, 58.96
Costa Rica, 14650, 262.65
Albania, 11125, 205.87
Gambia, 36468, 947.52
Italy, 39002, 1312.33
Germany, 8225, 358.21
Antigua & Deps, 13898, 930.44
Israel, 7961, 1869.99
Azerbaijan, 41901, 1787.71
Australia, 19850, 1562.69
Azerbaijan, 27475, 1156.97
Ukraine, 17156, 1159.76
Afghanistan, 19784, 642.76
Indonesia, 38913, 143.61
Nepal, 22273, 793.08
Angola, 38480, 369.26
Costa Rica, 28903, 234.04
Oman, 26384, 1998.3
Eswatini, 7356, 699.67
Ukraine, 39216, 618.13
Moldova, 11337, 1964.86
Uruguay, 39076, 773.24
Myanmar, 17296, 1837.33
France, 29860, 1997.15
Marshall Islands, 42702, 1403.03
Burkina, 44585, 1410.97
San Marino, 41346, 1291.38
Marshall Islands, 37194, 509.52
Vietnam, 319, 180.48
Nepal, 30547, 810.45
Iraq, 44835, 1577.2
Canada, 38497, 1298.08
Oman, 7382, 1777.09
Bangladesh, 33122, 1214.73
Dominica, 5673, 1682.8
Madagascar, 25914, 1405.47
Guinea-Bissau, 2478, 1043.03
Congo, 4852, 499.02
Costa Rica, 136, 1720.31
Djibouti, 1777, 1586.86
Comoros, 11255, 417.6
Guinea-Bissau, 10011, 1319.92
France, 10374, 745.22
Canada, 38537, 478.09
Gambia, 29433, 1675.26
Trinidad & Tobago, 27230, 590.14
Nicaragua, 37287, 927.09
Bahamas, 48247, 1749.73
Trinidad & Tobago, 13293, 562.45
Nepal, 45246, 734.46
Taiwan, 19328, 1733.87
Mongolia, 14391, 576.56
Cuba, 15356, 1539.38
Australia, 36516, 32.24
Argentina, 38157, 492.93
Australia, 41692, 261.48
Antigua & Deps, 20576, 1784.55
Aruba, 39681, 1173.16
France, 40090, 834.91
Costa Rica, 23012, 158.68
Tajikistan, 3101, 1852.92
Austria, 49155, 14.41
Angola, 49851, 1294.01
Oman, 27607, 1270.08
South Africa, 41149, 1181.28
France, 25340, 1380.4
Brazil, 32486, 1435.6
India, 42142, 1951.7
Slovakia, 23129, 676.68
Indonesia, 7469, 1666.31
Aruba, 40417, 613.59
Germany, 24813, 1597.09
Uruguay, 24031, 1170.07
Barbados, 39833, 1270.88
Armenia, 1891, 959.07
Slovenia, 4661, 685.8
Trinidad & Tobago, 25795, 33.66
Guinea-Bissau, 42847, 181.56
Trinidad & Tobago, 40006, 1726.71
South Africa, 41962, 1253.97
Benin, 40927, 32.68
Myanmar, 18451, 764.81
Oman, 29364, 1916.55
Barbados, 19339, 801.38
Israel, 14611, 91.07
Yemen, 1244, 1272.24
Ukraine, 40131, 1245.11
Iraq, 5933, 1371.36
Slovakia, 31468, 85.2
Myanmar, 16785, 100.04
Iceland, 32320, 189.25
Italy, 2182, 1206.37
Yemen, 36989, 323.94
Spain, 37315, 1087.21
Congo, 18952, 1053.54
Belarus, 4175, 1783.61
Russian Federation, 22455, 955.66
Vietnam, 14628, 294.94
Djibouti, 5003, 449.2
Afghanistan, 47010, 20.02
Oman, 21152, 1776.81
Ethiopia, 44263, 1203.32
Comoros, 37938, 396.18
China, 44083, 1223.7
Germany, 15247, 146.7
Guinea-Bissau, 2592, 1650.88
Slovakia, 8622, 1207.94
Nicaragua, 33321, 306.22
Aruba, 31881, 1773.96
Cuba, 22744, 1726.55
Dominica, 30696, 1527.27
Ethiopia, 3838, 653.41
Gambia, 5144, 1982.59
Serbia, 25654, 629.29
Dominica, 48900, 1615.22
Congo, 16924, 1484.44
Burkina, 45990, 214.44
Russian Federation, 467, 431.42
Israel, 35837, 1848.41
Albania, 45891, 1960.28
Bahrain, 16574, 153.64
Slovakia, 22434, 46.57
Italy, 31056, 1703.75
Algeria, 38368, 99.07
Yemen, 10024, 842.01
Nicaragua, 16278, 1891.41
Moldova, 9160, 1077.88
Albania, 34885, 488.07
Belarus, 9332, 1135.88
South Africa, 13165, 1875.53
Armenia, 8512, 1142.02
Indonesia, 20801, 232.77
Ethiopia, 15024, 459.67
Belarus, 8756, 497.58
Algeria, 19473, 1494.53
Slovenia, 27293, 1578.84
Nepal, 28961, 1672.52
Tajikistan, 44798, 213.29
Congo, 207, 313.19
Brazil, 38202, 1899.08
Djibouti, 19831, 519.81
Benin, 31221, 1669.83
Bahrain, 1847, 868.87
Iraq, 454, 744.26
India, 2954, 639.53
Chile, 48112, 426.42
Serbia, 9645, 1930.29
Azerbaijan, 28260, 1821.19
Bulgaria, 4450, 1867.36
Germany, 7924, 1495.06
Madagascar, 27461, 1811.28
China, 47025, 142.44
Yemen, 34190, 970.0
Afghanistan, 27711, 887.15
Aruba, 10711, 687.57
Comoros, 11725, 1549.49
Vanuatu, 40446, 214.25
Madagascar, 30148, 1417.68
Guatemala, 8324, 1543.85
Marshall Islands, 37751, 1423.43
Madagascar, 26371, 47.23
Colombia, 5957, 1495.06
Oman, 27428, 1158.92
Azerbaijan, 42829, 692.11
Austria, 39124, 1735.62
Denmark, 40639, 1529.94
Gambia, 45382, 196.67
Azerbaijan, 29199, 1416.53
Tajikistan, 39273, 1858.83
Eswatini, 36256, 53.54
Moldova, 24152, 194.54
Bhutan, 12439, 470.74
Trinidad & Tobago, 20883, 896.43
Nicaragua, 13628, 485.72
Cuba, 36827, 897.49
Belarus, 20915, 813.17
Comoros, 31854, 449.64
Bahamas, 3756, 156.96
Uruguay, 111, 562.47
Slovenia, 26962, 1526.01
Denmark, 7024, 143.59
Trinidad & Tobago, 380, 1038.69
Kuwait, 23181, 1344.93
Spain, 22433, 434.91
Comoros, 9722, 1402.36
Madagascar, 35558, 1522.2
Iraq, 38486, 1037.96
Italy, 2296, 755.64
Moldova, 33417, 658.02
Australia, 7769, 1038.81
Germany, 15008, 1075.44
Burkina, 21850, 648.89
Vanuatu, 7415, 1499.76
Barbados, 11353, 354.3
China, 49240, 63.4
Kosovo, 49466, 992.44
Taiwan, 15844, 911.49
Benin, 23961, 705.36
Guinea-Bissau, 47430, 921.76
Burkina, 19444, 606.56
Spain, 47192, 1402.76
Belarus, 1365, 1216.17
Marshall Islands, 12656, 1117.26
Gambia, 48323, 1145.2
Algeria, 45085, 1648.14
Angola, 10376, 1907.03
Guinea-Bissau, 34893, 1635.68
San Marino, 45896, 543.57
Afghanistan, 25199, 1040.73
Bangladesh, 31756, 1215.65
Mongolia, 10698, 272.19
Costa Rica, 43665, 1191.15
Georgia, 26441, 1121.6
Austria, 7255, 1734.66
Liberia, 20100, 1322.3
Trinidad & Tobago, 8596, 1265.35
San Marino, 7667, 561.93
France, 22667, 1734.68
Myanmar, 25918, 1458.26
Slovakia, 40585, 1577.05
Comoros, 11312, 1803.46
Chile, 33315, 131.45
Armenia, 24430, 1555.69
Antigua & Deps, 6201, 1542.16
Italy, 2866, 469.21
Uruguay, 26625, 398.57
Bhutan, 7479, 285.95
South Africa, 36376, 745.04
Nepal, 44269, 745.21
China, 45623, 504.75
Iceland, 30908, 1050.95
Yemen, 37135, 847.46
Iraq, 19313, 1641.15
China, 3517, 455.74
Denmark, 1299, 1138.38
Slovenia, 43513, 1202.94
Djibouti, 32594, 1414.26
Bahrain, 19835, 824.51
Armenia, 21977, 359.11
Kosovo, 37228, 1673.44
Eswatini, 19210, 184.7
Ethiopia, 12391, 693.22
Slovakia, 28616, 1305.99
Russian Federation, 25111, 1476.71
Kuwait, 28925, 420.73
Algeria, 24740, 607.02
Cuba, 33305, 1456.09
Austria, 39779, 786.3
China, 38201, 846.65
Liberia, 2185, 221.44
Aruba, 25409, 800.35
Trinidad & Tobago, 11912, 395.65
Slovakia, 43456, 1170.65
Vietnam, 7614, 700.74
Liberia, 49509, 823.08
Israel, 48587, 1629.2
Spain, 29613, 1277.41
Australia, 17833, 611.11
Iceland, 10220, 673.69
Cuba, 42661, 1308.59
Guinea-Bissau, 23599, 1473.32
Eswatini, 11774, 884.61
Guatemala, 5812, 666.97
Ukraine, 32959, 600.34
China, 6871, 855.83
Brazil, 33772, 638.8
Djibouti, 8980, 400.3
Germany, 40774, 1745.39
Kuwait, 13574, 519.89
Slovenia, 46787, 300.88
Barbados, 1173, 1799.18
Benin, 33566, 1628.83
Israel, 7939, 536.03
Bulgaria, 42231, 819.92
San Marino, 25266, 82.4
Aruba, 5696, 947.72
Denmark, 37110, 1667.64
Canada, 13581, 1191.22
Vietnam, 29273, 510.81
Brazil, 2038, 123.45
Germany, 34399, 466.66
Dominica, 22179, 1521.86
Bahamas, 23175, 360.73
Kosovo, 34099, 1385.27
Israel, 20002, 264.49
Argentina, 14956, 248.24
Slovenia, 15177, 1010.95
Slovenia, 18248, 937.13
Iceland, 27411, 573.63
Albania, 28506, 1758.78
Argentina, 41287, 1664.26
Slovenia, 37756, 937.3
Benin, 35002, 1708.29
Afghanistan, 8002, 812.25
Oman, 18162, 775.06
South Africa, 21972, 1133.57
Brazil, 9912, 1631.41
Iraq, 9258, 682.86
Guinea-Bissau, 21933, 1472.48
Spain, 4074, 53.95
Liberia, 9754, 1144.97
San Marino, 5699, 1090.42
Bahrain, 25939, 957.98
Israel, 35719, 573.01
Kuwait, 47087, 1773.21
Chile, 48451, 1171.29
Comoros, 526, 1056.13
Gambia, 8021, 303.71
Tajikistan, 13897, 749.58
Madagascar, 2905, 281.43
South Africa, 4676, 25.92
Indonesia, 44913, 1512.72
Guatemala, 21127, 473.27
Barbados, 46028, 1849.7
Austria, 9158, 1547.83
Russian Federation, 19573, 223.38
Georgia, 38459, 330.51
Benin, 9048, 1787.8
Indonesia, 20958, 615.67
Georgia, 5144, 1288.76
Serbia, 11806, 1906.89
Taiwan, 14007, 189.99
Bahrain, 24657, 151.54
Gambia, 38016, 951.32
Gambia, 41960, 1487.57
Belarus, 22253, 1553.68
Burkina, 2055, 875.04
Bahrain, 31136, 720.1
Indonesia, 46457, 1628.46
Bulgaria, 2693, 854.25
Bulgaria, 7120, 104.85
Angola, 34982, 978.14
Moldova, 40682, 1867.03
Nepal, 13650, 1936.96
Algeria, 46107, 1866.45
Ukraine, 12494, 1831.07
Indonesia, 36549, 267.16
Canada, 3816, 384.72
Germany, 7784, 1894.95
Japan, 11703, 924.82
Colombia, 8031, 91.51
Bhutan, 9351, 775.45
Russian Federation, 16984, 1679.03
Tajikistan, 42547, 860.3
Slovakia, 13826, 1276.62
Liberia, 23404, 896.78
Moldova, 30933, 252.91
Oman, 18878, 1588.05
Canada, 26322, 1320.84
Azerbaijan, 10821, 1842.99
Guinea-Bissau, 217, 799.86
Brazil, 15366, 379.98
Bahamas, 19155, 599.03
Guatemala, 37262, 1945.51
Brazil, 29151, 1387.48
Congo, 27483, 721.42
Dominica, 33963, 1586.45
Kuwait, 20133, 1541.76
San Marino, 11019, 325.11
Ethiopia, 4567, 1221.06
Uruguay, 5634, 656.5
Colombia, 28253, 1439.53
China, 3018, 18.76
Brazil, 23845, 857.92
Guatemala, 1544, 1539.81
Antigua & Deps, 41103, 144.69
Canada, 41647, 726.33
Slovenia, 45383, 169.47
Oman, 45416, 1786.6
Canada, 11782, 529.2
Marshall Islands, 31224, 1329.39
Aruba, 38467, 1861.38
Bahamas, 9483, 275.88
Canada, 20727, 1796.58
Benin, 9449, 308.79
Iceland, 44780, 1277.1
France, 38556, 1866.96
Comoros, 35370, 152.12
Armenia, 46503, 1148.9
Belarus, 29931, 318.23
Moldova, 6667, 1359.38
Angola, 49480, 1541.87
Australia, 17673, 710.66
Denmark, 13143, 898.68
Indonesia, 46903, 1897.04
China, 612, 1167.62
Afghanistan, 22521, 1133.4
Angola, 44013, 658.17
Antigua & Deps, 7371, 949.64
Benin, 34668, 223.05
Myanmar, 11750, 545.33
Bahamas, 26941, 268.79
Japan, 25073, 1932.3
Myanmar, 1913, 408.8
Moldova, 7505, 1596.64
Bulgaria, 14996, 1811.13
Slovakia, 21000, 100.68
Bulgaria, 35499, 786.79
Ethiopia, 43314, 1609.73
Iceland, 35789, 994.16
Australia, 20443, 945.33
Trinidad & Tobago, 23983, 782.04
Marshall Islands, 33612, 1793.81
Costa Rica, 474, 1450.27
Bhutan, 34335, 1418.28
Cuba, 29678, 507.04
San Marino, 22454, 1317.87
Mongolia, 9808, 1316.74
Antigua & Deps, 31253, 870.72
Iraq, 18858, 1054.94
Moldova, 28966, 1416.17
Trinidad & Tobago, 43504, 1167.61
Slovenia, 43712, 645.57
Spain, 23308, 1414.95
Madagascar, 18336, 942.16
Congo, 30377, 1245.76
Oman, 18119, 876.95
Liberia, 33153, 285.86
Russian Federation, 44509, 932.52
Kuwait, 24496, 750.13
South Africa, 22477, 1197.62
Germany, 41974, 970.46
Austria, 32038, 1748.41
Canada, 38707, 1959.65
Yemen, 18902, 1623.31
Bangladesh, 1892, 1532.54
Japan, 5980, 23.51
Oman, 34714, 1526.16
Costa Rica, 19385, 173.87
Tajikistan, 23063, 1244.35
Italy, 24926, 1006.78
Tajikistan, 32716, 787.17
Congo, 48116, 1471.81
Mongolia, 6171, 532.01
Albania, 18432, 252.19
China, 39754, 1040.85
Gambia, 11538, 904.89
Ethiopia, 28781, 632.42
Afghanistan, 8787, 1841.77
South Africa, 48346, 251.89
Kosovo, 10957, 552.68
Afghanistan, 15489, 1769.73
San Marino, 28039, 213.3
Bulgaria, 3949, 1245.01
Indonesia, 30261, 598.03
Armenia, 6841, 72.28
Kosovo, 33451, 1640.74
Tajikistan, 48528, 1110.22
Guatemala, 41412, 61.02
Myanmar, 37453, 752.95
Angola, 38102, 1151.58
Afghanistan, 39439, 991.17
Belarus, 27906, 970.45
Vietnam, 26359, 394.13
Kuwait, 34075, 1227.97
Chile, 32467, 1692.68
Myanmar, 44537, 1726.74
Nepal, 26083, 1305.2
Brazil, 44422, 744.01
Antigua & Deps, 36916, 870.54
Slovenia, 43570, 435.77
Kuwait, 46584, 712.62
Canada, 48865, 868.48
Guinea-Bissau, 17316, 944.66
Chile, 19473, 1074.08
Mongolia, 43749, 1043.67
Burkina, 1917, 930.85
Iceland, 10985, 469.54
Dominica, 49423, 196.63
Aruba, 37020, 194.26
South Africa, 11673, 1062.05
Bhutan, 17040, 1827.7
Uruguay, 36178, 722.35
Brazil, 12191, 1829.16
Afghanistan, 34630, 1701.7
Tajikistan, 40862, 582.96
India, 41353, 492.86
Yemen, 5948, 525.49
Colombia, 45022, 37.44
Uruguay, 10677, 941.21
Bulgaria, 9700, 968.82
Australia, 47690, 260.68
Guinea-Bissau, 22250, 767.31
Cuba, 48380, 186.6
Ukraine, 14678, 165.69
Myanmar, 20112, 667.88
Colombia, 28455, 779.59
Congo, 29779, 979.21
Colombia, 43446, 1056.8
Cuba, 18056, 18.62
Bulgaria, 38176, 475.8
Marshall Islands, 41973, 184.04
Germany, 34559, 1050.95
Albania, 48224, 1659.69
Denmark, 47640, 297.27
Serbia, 42510, 1048.09
Afghanistan, 9793, 1938.15
Antigua & Deps, 48387, 1070.48
Djibouti, 16846, 758.24
Slovakia, 11231, 806.89
Chile, 28640, 255.33
Bahrain, 24519, 683.28
Oman, 46995, 1099.67
Costa Rica, 19965, 1984.78
Ukraine, 9142, 49.73
Spain, 46497, 1991.02
Serbia, 6063, 672.3
Myanmar, 10539, 1234.62
Bulgaria, 4666, 899.63
Ethiopia, 41908, 999.03
Costa Rica, 31733, 1351.55
Chile, 22154, 909.11
Taiwan, 21258, 97.52
China, 28815, 422.58
Taiwan, 48204, 555.41
Georgia, 14060, 1513.71
Russian Federation, 7040, 1938.03
Dominica, 47003, 598.98
China, 10726, 439.18
Nepal, 22561, 1597.75
Oman, 36257, 1178.47
Kosovo, 28665, 1300.35
Djibouti, 42271, 1631.53
Bahamas, 15069, 1802.12
Serbia, 784, 701.49
Serbia, 41897, 628.54
Nicaragua, 19854, 1608.92
Japan, 3752, 1862.17
Bahrain, 24682, 1898.31
Armenia, 35212, 37.26
Azerbaijan, 46604, 818.09
Nicaragua, 39984, 1826.99
Vanuatu, 22694, 397.08
Slovenia, 10341, 1107.94
Eswatini, 45064, 506.94
Marshall Islands, 4125, 1102.14
Costa Rica, 49792, 560.7
Dominica, 36302, 117.39
Eswatini, 40400, 444.17
Kosovo, 24449, 1561.42
Yemen, 49548, 1423.48
Bahrain, 20766, 1517.1
Cuba, 30930, 1870.41
Mongolia, 30283, 386.48
Madagascar, 27584, 1846.14
Iceland, 45106, 375.05
Azerbaijan, 8295, 1537.99
Vanuatu, 34638, 635.85
Myanmar, 32529, 396.73
Iceland, 35964, 101.94
Indonesia, 19253, 463.07
Austria, 33404, 40.47
Iceland, 9116, 1122.28
Taiwan, 49783, 798.61
Slovakia, 19560, 48.17
Spain, 21896, 714.61
Canada, 49272, 1860.12
Georgia, 15667, 1667.12
Spain, 49113, 1172.57
Yemen, 44033, 1683.25
Myanmar, 25965, 152.74
Denmark, 20164, 1710.39
Austria, 47563, 566.33
India, 39431, 386.34
Aruba, 18410, 1394.91
Costa Rica, 18663, 1240.62
Iraq, 29022, 29.41
France, 19873, 788.71
Cuba, 21104, 20.85
Australia, 3922, 1400.05
Canada, 43261, 792.15
Denmark, 33666, 18.08
Argentina, 24969, 517.93
Barbados, 39809, 1607.51
Vanuatu, 23959, 1172.22
Vietnam, 12311, 1677.06
Slovenia, 5510, 1229.74
India, 41331, 795.35
Guinea-Bissau, 6211, 777.34
Angola, 27635, 1242.43
Mongolia, 11482, 622.08
Brazil, 11618, 346.16
Marshall Islands, 8437, 348.74
Georgia, 8124, 1992.14
Japan, 44539, 640.08
Bahrain, 26309, 871.2
Denmark, 18054, 1096.72
Antigua & Deps, 41914, 277.11
Guinea-Bissau, 16169, 1368.07
France, 11039, 1829.18
Uruguay, 14177, 368.05
Bahrain, 3697, 1722.25
Argentina, 28908, 1902.95
Kuwait, 37822, 468.34
Nicaragua, 2102, 793.7
Vanuatu, 163, 486.06
Djibouti, 40735, 369.55
Israel, 39054, 297.78
San Marino, 32844, 1429.08
Gambia, 7464, 1924.31
Armenia, 30153, 576.01
Chile, 11845, 395.58
Azerbaijan, 23298, 310.9
Chile, 21548, 929.21
San Marino, 23276, 1497.19
Benin, 48485, 182.91
Bangladesh, 9514, 275.23
Costa Rica, 31443, 1345.87
Trinidad & Tobago, 23828, 1973.15
Aruba, 34782, 691.83
Aruba, 6151, 1062.08
South Africa, 4376, 1730.62
Iraq, 28142, 114.32
Afghanistan, 39780, 970.2
Mongolia, 39211, 548.49
Japan, 22767, 1309.23
Japan, 40487, 1880.5
Eswatini, 46916, 708.24
Kosovo, 9051, 1550.52
Spain, 37858, 630.48
Mongolia, 48111, 872.12
San Marino, 38219, 381.55
Kuwait, 39579, 332.52
Spain, 35866, 1424.3
Ukraine, 41594, 1157.04
Moldova, 35933, 1673.32
Yemen, 43970, 266.18
Guatemala, 12467, 1908.46
Oman, 48137, 637.58
Guatemala, 28060, 655.84
Antigua & Deps, 29943, 260.16
Argentina, 39959, 729.5
Japan, 41688, 1367.97
Belarus, 48676, 484.59
Madagascar, 38610, 630.7
Russian Federation, 39679, 1081.74
Canada, 24748, 92.08
Nicaragua, 44890, 465.71
Armenia, 44047, 1948.14
Moldova, 32908, 1519.15
Bulgaria, 11735, 307.59
Uruguay, 34924, 533.85
Cuba, 35556, 1317.63
Bhutan, 12658, 330.25
Iceland, 34689, 394.52
Burkina, 37497, 1053.61
Cuba, 11039, 1219.39
Iraq, 2675, 1066.56
Djibouti, 1542, 1316.13
Benin, 8055, 1402.88
Djibouti, 19343, 1169.88
Comoros, 26590, 1016.51
Indonesia, 13546, 274.56
Bahrain, 8843, 1584.43
Trinidad & Tobago, 1626, 981.8
Bahamas, 8410, 141.52
Germany, 42546, 1275.71
Djibouti, 15284, 653.64
Iceland, 23278, 207.31
Armenia, 48815, 1334.3
Australia, 30308, 149.34
Gambia, 38083, 1035.65
Moldova, 31495, 1250.11
Dominica, 25181, 859.25
Comoros, 46759, 54.96
Dominica, 40303, 680.98
Georgia, 34820, 1737.09
Iraq, 2217, 1795.05
Nepal, 18773, 1066.63
Brazil, 44344, 267.59
Azerbaijan, 38357, 676.84
Ukraine, 11629, 269.16
Bahrain, 42853, 594.89
Chile, 21944, 422.75
Yemen, 29043, 1960.26
Guinea-Bissau, 15035, 885.18
Myanmar, 41967, 1260.03
Ethiopia, 14675, 1065.9
Germany, 14812, 1056.14
Bahamas, 4070, 47.4
Comoros, 7442, 269.75
Eswatini, 46857, 954.56
Belarus, 32968, 1142.1
Bhutan, 2515, 489.67
Taiwan, 25961, 654.65
Iceland, 3409, 1485.39
Bangladesh, 4313, 1649.07
Algeria, 44731, 1841.66
Tajikistan, 28591, 77.99
Bahamas, 13522, 1827.08
Japan, 19574, 1500.6
Kosovo, 27380, 970.94
Benin, 21725, 1545.2
Spain, 43425, 1321.3
Congo, 49447, 801.61
Belarus, 25717, 1696.39
France, 33109, 474.75
Georgia, 49812, 871.82
Vanuatu, 20319, 1261.33
Albania, 34846, 1087.69
Azerbaijan, 47290, 1478.22
South Africa, 42863, 1347.89
Nicaragua, 40308, 1987.55
Comoros, 36742, 222.31
Brazil, 26428, 1802.39
Japan, 30193, 810.77
Canada, 4165, 1006.06
Barbados, 39080, 1420.68
Algeria, 39637, 188.96
Austria, 28063, 1800.83
Guatemala, 27921, 179.77
Cuba, 9526, 909.22
Germany, 20695, 1668.29
Iraq, 28779, 1811.25
Denmark, 38525, 196.39
Austria, 37532, 1777.26
France, 23715, 687.98
Eswatini, 12936, 583.81
Georgia, 32419, 397.06
Vanuatu, 22719, 1046.81
Colombia, 45338, 1820.41
Gambia, 28110, 974.19
Bahrain, 6433, 681.73
Gambia, 45212, 1753.25
Bangladesh, 1389, 1759.17
Nepal, 26696, 57.25
Azerbaijan, 40474, 1378.42
Costa Rica, 16222, 44.8
Myanmar, 15230, 221.07
Comoros, 15688, 1476.28
China, 17289, 1059.55
Serbia, 42888, 358.43
Oman, 31705, 1243.34
Ukraine, 20507, 1763.3
Vietnam, 38884, 407.1
Algeria, 30467, 1403.02
India, 34480, 1582.23
Nepal, 42220, 1565.33
Gambia, 17011, 1548.89
Russian Federation, 10605, 1619.72
Myanmar, 9332, 42.26
Slovenia, 23106, 861.13
San Marino, 13108, 678.95
Antigua & Deps, 31211, 1240.07
Oman, 44386, 673.07
Brazil, 3826, 93.27
Ukraine, 41789, 429.88
Bahamas, 44222, 535.29
Italy, 28495, 886.35
Australia, 10322, 1913.35
Guatemala, 43123, 795.14
Guinea-Bissau, 2461, 379.7
Djibouti, 32956, 514.93
Germany, 31327, 1174.96
Colombia, 36918, 675.64
Russian Federation, 36672, 916.18
Serbia, 28774, 130.53
Costa Rica, 24752, 277.69
Georgia, 24084, 643.18
Vietnam, 3395, 807.8
Chile, 5079, 18.76
Australia, 21102, 1219.23
Cuba, 36834, 284.41
Comoros, 1090, 1464.04
San Marino, 5120, 1631.1
Benin, 14512, 1687.82
Georgia, 10900, 936.78
Bangladesh, 24164, 1242.32
Aruba, 5455, 1424.09
Slovenia, 48043, 634.41
Tajikistan, 30774, 1643.75
China, 28821, 757.91
Guatemala, 32854, 1343.83
Djibouti, 5455, 1049.41
Gambia, 861, 363.55
Georgia, 24632, 1772.14
Slovakia, 14613, 1914.29
Dominica, 31678, 949.54
Slovakia, 32510, 467.39
Slovakia, 5391, 324.61
Albania, 25157, 1305.87
South Africa, 46437, 1909.19
Dominica, 47168, 1028.54
Bahamas, 3033, 417.84
Iceland, 30834, 178.74
Dominica, 33026, 1140.44
Yemen, 12295, 290.52
Albania, 42794, 255.85
Armenia, 34579, 1951.77
South Africa, 32246, 272.83
Costa Rica, 4482, 1181.65
Spain, 28125, 1386.32
Uruguay, 8849, 1463.4
Congo, 14304, 1386.2
Bangladesh, 48252, 314.38
Spain, 18905, 1156.25
Denmark, 17815, 1850.49
Ethiopia, 43175, 342.11
Nicaragua, 28574, 566.21
Argentina, 42805, 1231.33
San Marino, 24170, 68.57
Moldova, 45581, 1559.64
Bangladesh, 4780, 724.55
Argentina, 32878, 142.37
Canada, 37381, 1440.63
San Marino, 26975, 1939.72
Denmark, 17377, 248.85
Australia, 46446, 570.5
South Africa, 36575, 1976.72
France, 42891, 1222.54
Spain, 26469, 945.52
Eswatini, 42671, 387.84
Guinea-Bissau, 10720, 239.04
Albania, 42370, 1258.28
Madagascar, 44251, 84.29
Taiwan, 11430, 1807.67
Myanmar, 22554, 1489.98
Guinea-Bissau, 38613, 1062.01
Colombia, 25788, 1684.1
Aruba, 47671, 1104.58
Slovenia, 37618, 1608.23
Bangladesh, 33749, 1144.86
Costa Rica, 859, 1547.45
Antigua & Deps, 17692, 1439.36
Brazil, 49007, 1827.75
San Marino, 28054, 711.64
Serbia, 44827, 1659.4
Serbia, 23501, 852.25
Colombia, 14102, 1475.62
Serbia, 46264, 878.26
Chile, 36788, 21.27
Germany, 31406, 1909.41
Bangladesh, 21142, 1099.26
Denmark, 19019, 666.71
Belarus, 42671, 1344.71
South Africa, 21979, 1103.72
Indonesia, 48572, 780.84
Japan, 26606, 57.64
Comoros, 16955, 914.49
Bahamas, 24421, 437.25
Italy, 31845, 1980.6
Slovakia, 36035, 909.05
Belarus, 5774, 1900.5
Afghanistan, 12341, 610.6
Argentina, 19677, 247.64
Colombia, 27215, 547.08
Barbados, 26676, 1785.09
Vietnam, 39200, 696.12
Angola, 20002, 217.81
Israel, 49462, 512.52
Tajikistan, 15350, 951.42
Canada, 1773, 1623.39
Indonesia, 25353, 1084.38
Chile, 1231, 114.03
Israel, 27803, 612.45
Costa Rica, 38703, 851.24
Tajikistan, 13813, 658.33
Colombia, 8819, 587.92
Belarus, 7424, 889.0
Bhutan, 14901, 18.58
Marshall Islands, 32543, 561.09
Mongolia, 3341, 1670.8
Djibouti, 4720, 1850.61
Bulgaria, 45047, 1089.79
Aruba, 17712, 847.09
Chile, 47256, 1591.07
Uruguay, 28198, 261.78
India, 9675, 899.36
Burkina, 20700, 39.18
Djibouti, 5664, 1716.68
Comoros, 21849, 451.98
Myanmar, 338, 742.86
Barbados, 6534, 86.74
Dominica, 15125, 184.52
Moldova, 30650, 104.81
Nepal, 29180, 1772.77
Angola, 46098, 1464.17
Slovakia, 33784, 1615.36
Yemen, 12626, 1329.65
Slovenia, 6741, 615.0
Benin, 47782, 166.66
Georgia, 49559, 702.37
France, 44122, 455.47
Marshall Islands, 49934, 1118.69
Bangladesh, 49331, 424.77
Slovenia, 23984, 1557.56
Vietnam, 28189, 1834.6
Bhutan, 30100, 364.01
Russian Federation, 25668, 508.54
Uruguay, 17866, 346.27
Bahrain, 35106, 742.39
Guatemala, 15796, 261.53
South Africa, 21417, 1140.92
Moldova, 26159, 895.48
Madagascar, 3744, 1265.02
Russian Federation, 9516, 125.14
Benin, 45106, 1079.54
